Content,Suspicious_Level,ChannelName,ChannelId,MessageId,Date,EditDate
"Вот это новость! Минск-3? « ⚡️ ⚡️ Путин готов направить в Минск российскую делегацию для переговоров с украинской, сообщил Песков. По его словам, в российскую делегацию войдут представители Минобороны, МИД и администрации Кремля. ""Зеленский заявил о готовности обсуждать нейтральный статус Украины. Изначально президент России Владимир Путин говорил о том, что целью операции является помощь ЛНР и ДНР, в том числе путем демилитаризации и денацификации Украины. А это, собственно, и является неотъемлемым компонентом нейтрального статуса"", - пояснил он».",1,,,,,
"? ?? Некрасиво, конечно. Понимаю.",1,,,,,
"Главы МИД ЕС 25 февраля примут решение о санкциях в отношении России, сообщает представитель внешнеполитического ведомства ФРГ.",1,,,,,
⚡️ В Киеве на Воздухофлотском проспекте слышна стрельба — очевидцы,1,,,,,
"Мы все – сон говнаря, уснувшего в 2008 на Нашествии во время выступления Чичериной",1,,,,,
"‼️  ??  РУССКИЙ СПЕЦНАЗ ОБРАТИЛСЯ К ВОЕННЫМ ВСУ!  ?? ‼️ ""Мы не американцы и не несем вам демократию. Если она у вас есть, то мы ее не тронем. Украина остается украинской. В ближайшее время мы лишим власти режим, который продает вас иностранцам. Не тратьте свои жизни ради этой гнили, сохраните их для своей страны и своих близких. Хуже, чем нынешняя, у вас власти быть уже не может. Называя Россию врагом и зазывая сюда НАТО, они не оставили нам выбора. Мы не враги. Еще немного и вы в этом убедитесь. Не трогайте нас, и мы вас не тронем. t.me/RVvoenkor",1,,,,,
"⚡️ Зеленский вновь предложил Владимиру Путину начать переговоры ⚡️ Владимир Путин заявил о готовности к переговорам с Украиной Во время переговоров с лидером КНР с Си Цзиньпином Путин заявил , что российская сторона заинтересована в переговорах с украинской на высоком уровне.",1,,,,,
⚡️ Зеленский вновь предложил Владимиру Путину начать переговоры ❗️ Зеленский обратился к гражданам европейских стран с призывом отправляться на Украину «для защиты Европы». Всем добровольцам нужно обращаться в диппредставительства Украины.,1,,,,,
Тотальный ШТУРМ Харькова! ?? Сейчас в Харькове! В стороне Завода имени Малышева суровый бой! Все небо горит!,1,,,,,
"Депутат одесского горсовета от ОПЗЖ Богдан Гиганов призывает Зеленского просить у Путина паузу, «если нужно – на коленях»",1,,,,,
"Від екстренної медичної допомоги!!! Тимчасово не працює лінія 103. Нові номери для дзвінків. 0617023777 0617023778 0612870164 0616536417 На випадок, якщо потрібна допомога.",1,,,,,
"А чего им не ходить на пляжи, а? Уж не потому ли, что вы эти пляжи сейчас минируете? Так так и скажите, Думская . Для сохранения своей шкуры и власти, сейчас мы, укронацистская власть, минируем одесские пляжи, без составления карты минных полей. По пляжам, по которым ходите вы и ваши дети. Нам на вас, одесситы, наплевать. Ваша судьба нас не заботит. Будьте честны с людьми хотя бы раз, ссыкуны. Константинов Олег, ты всегда был гнилой лживой падалью, как и твоя помойка. Очередное дно пробито.",1,,,,,
"Наши либералы ненавидят Россию и все русское больше, чем украинцы. В это сложно поверить, но это так. Армия выполняет спецоперацию, чтобы обезопасить страну, а в тылу сидят тысячи предателей и мечтают о нашем скорейшем разгроме. Очевидное невероятное и с этим уже давно надо что-то делать!",1,,,,,
⚡️ Волноваха СВОДКИ ДНР|ПОДПИСАТЬСЯ,1,,,,,
"Тот самый Т-64 ВСУ, после 2х попаданий с другого танка. сообщается, укры не вовремя начали заправляться.",1,,,,,
"«Все свидомые подрапали». Жительница Харькова рассказала «Репортёру» о том, что сейчас происходит в городе — С 5 вечера нет Интернета по всему городу, только мобильный работает. За городом сильно бахает со стороны Салтовки, Алексеевки, ХТЗ. Слышны взрывы на Киевской трассе. Видимо окружают город .  — Это известно из информационных сообщений? — Нет, это мы с балкона слышим. А на украинских каналах ересь. Их сейчас приходится смотреть, потому что Интернета нет нормального. Сказали, что 1 «Джавелином» подбили 15 российских танков под Глуховым. На самом деле 1 БТР подбили, и заправка взорвалась, которая рядом находилась. А все танки прошли, в Чернигове, Сумах, знакомые говорят, уже флаги российские висят. По телевизору говорят, что на Салтовке 5 российских танков подбили. Доказательство — лежащие рядом книги про Новороссию. Прямо-таки российские танкисты возят с собой эти книжки. Постановочные картины для телевидения, я думаю. Зато украинские «Грады» поставили во дворах жилых домов со стороны Волчанска и бьют по россиянам из жилых кварталов.  — Реально ли люди массово прячутся в метро?  — Кто-то прячется. А вообще народ гуляет по городу. Люди с собаками, с детьми, с колясками. Правда в магазинах разобрали все, что можно. Я подумала, не хрен мне делать в метро ночь на холодном полу проводить. А люди с подушками и одеялами пошли.  — Как обстоит ситуация с праворадикалами?  — Нациков не видно и не слышно, они все из Харькова выехали. Все свидомые подрапали. Только из летного училища курсантов погнали, а никаких тербатов не видно. Даже около военкомата пустота. Мне знакомая из-за границы говорит, что все ее подружки в Харькове за Украину. — А где они? — Да все выехали. Также удалось узнать, что на территорию харьковского экопарка попали снаряды, убито несколько животных. #РепортёрНовости @rusrepmedia",3,,,,,
"Оскароносный режиссер Дэвид Линч высказался о ситуации в Украине и обратился к Путину: ""Что я хотел бы сказать мистеру Путину… Есть закон природы: жесткий и быстрый закон. Нет никаких лазеек, от него никуда не сбежишь. Этот закон: что посеешь, то и пожнешь. Прямо сейчас, мистер Путин, вы сеете смерть и разрушение. И виноваты в этом именно вы. Украинцы не атаковали вашу страну. Это вы ее сейчас атакуете. И вся эта смерть и разрушение вернется к вам. И в этом кино, в этом шоу, в котором мы все снимаемся, не бесконечное количество времени... Мой вам совет: спасайтесь. Спасите украинцев, спасите мир. Помиритесь с соседями. Очнитесь! """,1,,,,,
"#ПрямоСейчас ведем прямую трансляцию из Донецка. 
 
 Видео: ТАСС/Ruptly
 
 Подписывайтесь на ТАСС: http://www.youtube.com/c/TASSagency/?sub_confirmation=1
 
 Наш сайт: https://tass.ru/
 Мы ВКонтакте: https://vk.com/tassagency
 Мы в Facebook: https://www.facebook.com/tassagency/
 Мы в Instagram: https://www.instagram.com/tass_agency/
 Мы в Одноклассниках: https://ok.ru/tassagency
 Мы в Twitter: https://twitter.com/tass_agency
 Мы в Telegram: https://t.me/tass_agency
 Мы в Viber: https://vb.me/tass_agency
 
 #Донецк #ДонецкВПрямомЭфире #ТрансляцияИзДонецка #НовостиДонецка #ДНР #СитуацияВДНР #НовостиДНР #ДонецкСейчас #Что происходитВДонецке",1,,,,,
"РФ реализует программы импортозамещения с 2014 года, может находить решения по импортозамещению любой номенклатуры, сообщили в Минпромторге.",1,,,,,
"В Польше повышен статус готовности Войск территориальной обороны. Объявлено, что солдаты бригад территориальной обороны Подляшского, Люблинского, Подкарпатского воеводств должны быть готовы, в случае вызова, прибыть к месту службы в течении 6 часов. В остальных воеводствах это время составляет 12 часов. Целью войск будет поддержка деятельности самоуправлений и государственной администрации по приёму беженцев из Украины",1,,,,,
"Правозащитника Льва Пономарева, внесенного в реестр иностранных агентов, отпустили из полиции после составления протокола, ему грозит штраф за призыв к участию в несанкционированной акции протеста.",1,,,,,
"?? ?? ?  #РусскийШепот из Австралии: Мне 24 года, почти 11 лет я учусь и живу за границей. Закончил университет в Синдее, Австралия. Надеюсь скоро наконец вернуться домой, так как учиться успешно закогчил. Заранее прошу прошения за ошибки в тексте, русский язык я долго не учил. Общаясь напрямую с австралийцами и другими иностранцами могу рассказать о полной неосведомлённости о ситуации вокруг Донбасса и Украины в целом. Не знают даже что Майдан вообще был, не знают про Донбасс, Мисике соглашения и историю. Не знают в общем почти ничего. Разговаривал с друзьями из Германии, США, Шотландии, Индии. С бывшими сокурсниками со всего мира и коллегами на работе. Агрессии с их стороны я не встречал, но они проявляют интерес и я всё подробно раасказываю и что важно (!) Наглядно показываю по роликам с Донбасса. После прояснения ситуации, с той стороны с которой её видит Россия, в 90% случаев слышу ""Вау, мы ничего этого не знали"" и ""Ваши действия мы понимаем"". Тоже самое касается и мнения западной аудитории в интернете. Тут уже писали про Реддит, Твиттер и так далее. Я думаю это хорошо показывает как население Запада плохо осведомлено в вопросе и как западные медиа своими лозунгами забили людям голову. Они не они ""тупые"". Это няглядный пример того как работает пропаганда и СМИ. Важно доносить наше мнение в информационной войне. Которую мы проигрываем даже у себя дома, не то что за границей. Хотел бы выразить благодарность Рыбарю за их работу и поддержать военнослужащих ЛДНР и РФ, а так же пожелать всего наилучшено мирным жителям Украины! Надеюсь кто-то из них это увидит. #Россия  #Украина @rybar",0,,,,,
"❗️ Санкции запада весьма серьезные, Россия готовилась к ним заблаговременно, принимает меры для бесперебойной работы экономики, потенциал есть — Песков",1,,,,,
"⚡️ Германия была последней страной, которая поддержала отключение России от SWIFT. Об этом сообщил корреспондент ""Радио Свобода"" Рикард Джозвяк.",1,,,,,
Уничтоженная российская военная колонна под Олешками в Херсонской области,1,,,,,
"Минобороны РФ публикует кадры уничтожения дамбы, которая перекрывала Северо-Крымский канал",1,,,,,
"⚡️ Въезд в Энергодар. ВСУ, СБУ и полиция разбежались.",1,,,,,
"⚡️ Минобороны России: российские подразделения, не встречая сопротивления, вошли в Мелитополь . Военные вступили в город вечером в пятницу после высадки морского десанта в районе Азовского (Украина). Мелитопольцы приветствовали их, а отдельные горожане старшего возраста выходили на улицы с красными флагами.",1,,,,,
"Роскосмос продолжает изучать санкции, которые были введены США в отношении РФ, после подтверждения NASA готовности сотрудничать по МКС, сообщил Рогозин.",1,,,,,
"Путин никогда не проигрывал - Newsweek ""Владимир Путин никогда не проигрывал. Во время прошлых конфликтов в Чечне, Грузии, Сирии и Крыму за два десятилетия своего пребывания у власти Путин преуспел, поставив перед своими вооруженными силами четкие, достижимые военные цели, которые позволили бы ему убедительно заявить о победе в глазах российского народа ... Его последняя инициатива в Украине вряд ли чем-то отличается """,1,,,,,
Харьков. подбитый российский Тигр,1,,,,,
"Компания ""Укржелдорога"" сообщила об отмене ряда пригородных поездов по всей стране в связи с угрозой курсированию.",1,,,,,
"Уважаемые жители Белгородской области. Военная операция по принуждению Украины к миру продолжается всего два дня, но ощущение, что не Русские войска сейчас штурмуют Киев и Харьков, а украинские Белгород или Шебекино. Ещё раз повторяю - повода нет даже для беспокойства, не говоря уже про панику. Ситуация находится под жёстким контролем военных Российской Армии. Панические сообщения среди населения России распространяются специальными подразделениями Центра Информационно - психологических операций Украины, которые курируются Американской и Британской разведками. Так например в течении сегодняшнего дня неоднократно появлялась в сети интернет информация о том, что в г. Сочи готовится морской десант Военно Морских сил Украины. Отвечаю. Украинский флот прекратил свое существование в первые 5 часов начала боевых действий. Всё корабли ВМС Украины были либо уничтожены крылатыми ракетами ""Калибр"", либо заблокированы в местах базирования. Так же сотрудниками Западных и Украинских спецслужб сегодня распространяются в Российских группах в социальных сетях ВК, Ок, ФБ, мессенджерах Телеграм, Ватцап, Вайбер не соответствующие действительности данные, о якобы прорыве Украинских вооружённых сил на территорию России. Наши войска сейчас ведут успешную военную операцию на Украине. Уже сегодня начались бои в кварталах города Киева! Завершается окружение таких городов как Одесса, Мариуполь, Харьков, Николаев, Херсона и ряда других. Украинской армии нанесён сокрушителтный удар современными видами вооружения. В первые 5 часов начала боевых действий была уничтожена практически вся авиация, разбомблены все аэродромы, уничтожены средства ПВО. Так же уничтожены на аэродромах базирования 15 беспилотных летательных аппарата Байрактар. Вооружённые Силы Украины в ближайшее время прекратят свое существование. В Киеве и ряде других крупных городах Украины, власти начали безучетно раздавать гражданам оружие, что говорит о критической ситуации и панике. Поэтому повторю ещё раз - не ведитесь на информационные вбросы спецслужб наших противников, которые направлены на дестабилизацию обстановки в России. Всех кто распространяет панические слухи осекайте. Не ведитесь на призывы выходить на митинги и пикеты ""Нет войне"", которые сейчас массово тиражируются украинскими спецслужбами. Они не имеют ничего общего с истиными целями, а раскачиваются лишь для того, чтобы оказать давление на военно - политическое руководство России. Считаю в сложившейся военной обстановке это предательством национальных интересов России, а всех вышедших на эти акции искусственного протеста предателями России. Всем добра.",1,,,,,
В сети появились кадры предположительно запуска зенитной управляемой ракеты. Сегодня ракета попала в многоэтажку в Киеве.,1,,,,,
"⚡️ Мощный взрыв в Ровеньках ЛНР. Возможно, ракетная атака по нефтебазе.",1,,,,,
Н.п. Андреевка Волновахского райлна вернулась в ДНР.,1,,,,,
"​​ Британцев предупреждали, что не нужно нацикам и украинским прапорам давать дорогостоящие военные игрушки. Они их или продадут или потеряют . Вот пополнили арсенал Народной милиции ЛНР.",1,,,,,
"?? ✊ В рядах супергероев Украины пополнение: вслед за «Героями Змеиного Острова» и «Призраком Киева» на тропу войны вышел «Украинский Жнец», который уже убил свыше 20 русских солдат. Тыщи восторженных лайков и репостов. Несмотря на очевидный идиотизм подобных пропагандистских поделий, они обладают неплохой эффективностью. В первую очередь они адресованы незамутненному западному обывателю, выросшему на комиксах и фильмах о голливудских супергероях и видевшему войну разве что на экране монитора.",1,,,,,
"Очередной месседж от наших партнеров союзничков. Ни у кого в Европе и США нет желания вступать в войну с Россией, заявил министр обороны Франции",1,,,,,
"Друзья, очередной голосовой чат Проекта «Круг мнений» ( эфир № 32) состоится на площадке тг-канала «Zаписки авантюриста» и пройдет при поддержке интернет-издания «РИДУС» . Эфир будет посвящен специальной военной операции России по демилитаризации и денацификации Украины, и ее ближайшим перспективам. Операция Z ✅ Первые итоги военной операции ✅ Что ждет Украину завтра? ✅ Преступления украинских властей ✅ Реакция иностранных игроков: ЕС, США, Россия, Турция. ? В качестве приглашенных экспертов выступят: ✅  Игорь Мангушев, ведущий дискуссии, политтехнолог, автор тг-канала «Записки авантюриста» ; ✅  Александр Александровский, политолог, журналист; ✅  Антон Облицов , политтехнолог; ✅ Владимир Грубник , хирург, бывший политический заключенный, автор канала «Призрак Новороссии» ; ✅  Алексей Каргапольцев , председатель Белгородского отделения ООД «Ветераны России»; автор канала ""Zаписки ветерана"" ✅  Эдвард Чесноков, журналист, одноименный тг-канал. ✅  Аким Апачев , военкор ANNA-News, музыкант, автор одноименного тг-канала Эфир состоится: ?  25 февраля 2022 г. (пятница, сегодня) ⌚️ в 21.00 по мск Ссылка на эфир: Предыдущие эфиры вы можете послушать здесь: ?  Улыбаемся&Машем . Эфир № 29 — «Верхняя Вольта без ракет, — полигон для переворотов» ?  Дипломатия. Эфир № 30 — «Украинский тотализатор» ?  Дипломатия. Эфир № 31 — «Энергетический кризис в Молдавии»",1,,,,,
"Продолжаем сводку того, что нас ждёт. Знайте - если вы сегодня увидите эти картинки в наших соцсетях, это работа украинских инфогондонов. Ничего общего с нашими гражданами лица их распространяющее не имеют!!! Остатки ЦИПСО пытаются спровоцировать наше население!",1,,,,,
Горловка с утра под мощным артобстрелом. Прямое попадание в школу №50. Погибли две женщины. @epoddubny,1,,,,,
"СМОТРИМ В HD ТУТ ?https://smotrim.ru/vesti/?utm_source=youtube&utm_medium=all&utm_campaign=all_0
 Подпишитесь на канал Россия24: https://www.youtube.com/c/russia24tv?sub_confirmation=1
 
 Президент РФ Владимир Путин и президент Азербайджана Ильхам Алиев в ходе телефонных переговоров обсудили ситуации в связи с проведением Россией военной операции на Украине.
 
 Последние новости России и мира, политика, экономика, бизнес, курсы валют, культура, технологии, спорт, интервью, специальные репортажи, происшествия и многое другое.
 #Россия24 #Вести #Новости
 
 Официальный YouTube канал ВГТРК. 
 Россия 24 - это единственный российский информационный канал, вещающий 24 часа в сутки. Мировые новости и новости регионов России. Экономическая аналитика и интервью с влиятельнейшими персонами. 
 
 Смотрите также:
 Вести недели с Дмитрием Киселевым - https://www.youtube.com/playlist?list=PLLHjKKyQ4OaTpipoWQNR1ya5zp19Gc4ZB
 Вести в субботу с Сергеем Брилевым - https://www.youtube.com/playlist?list=PL6MnxjOjSRsQAPpOhH0l_GTegWckbTIB4 
 Воскресный вечер с Владимиром Соловьевым - https://www.youtube.com/playlist?list=PLwJvP0lZee7zYMGBmzUqNn16P71vHzgkU
 60 минут - https://www.youtube.com/channel/UCR16nHT1nkmG7g9AkE9tGeQ?sub_confirmation=1
 Новости в прямом эфире - https://www.youtube.com/playlist?list=PLLHjKKyQ4OaQ73BA1ECZR916u5EI6DnEE
 Международное обозрение - https://www.youtube.com/playlist?list=PLLHjKKyQ4OaSEmz_g88P4pjTgoDzVwfP7
 Специальный репортаж - https://www.youtube.com/playlist?list=PLLHjKKyQ4OaQLdG0uLyM27FhyBi6J0Ikf",1,,,,,
#Донбасс Момент поражения БПЛА(?) зенитной ракетой ВСУ в Хмельницкой области.,1,,,,,
#Донбасс В сети распространяют кадры с падающим вертолётом Ми-24/35 предположительно ВКС РФ.,1,,,,,
Ударом ракеты уничтожена нефтебаза в Василькове,1,,,,,
"Отношение НАТО и ЕС к Украине не является ни дружбой, ни солидарностью, считает Эрдоган.",1,,,,,
"По данным разведки Донецкой Народной Республики, украинские вооруженные формирования в ближайшее время планируют совершить массированные обстрелы из «Градов» и другого тяжелого вооружения жилых кварталов Краматорска, Славянска, Артемовска, возможно, Мариуполя и других населенных пунктов Донбасса, на данный момент еще подконтрольных Украине. Целью этого преступления является обвинение в обстрелах, разрушениях жилья и инфраструктуры, возможной гибели людей подразделений Республик и России. Убедительная просьба к жителям этих населенных пунктов укрыться в убежищах, предпринять все возможные меры безопасности, чтобы сохранить свою жизнь и здоровье. Мы считаем все население в границах бывшей Донецкой области нашими согражданами: вы голосовали в 2014 году за независимость Донецкой Народной Республики, и нам ценна каждая жизнь! Жестокость и циничность преступных приказов украинского режима мы испытали на себе. Поэтому повторяю: срочно примите максимально возможные меры безопасности!",3,,,,,
"Киевские зарисовки ночи 26 февраля 2022 года Вооруженные силы украинского ""сопротивления"" продолжают воевать с неизвестными в Киеве.  Расстреляли автомобиль мирных жителей, а до этого нацполиция устроила бой с ""сопротивлением"". Их приняли за ""российских диверсантов"". Накануне украинские ""сопротивленцы"" расстреляли колонну своих же военных и убили семью из пяти человек. Все они были признаны ""диверсантами"", однако позже нацполиция и депутаты признали ""ошибку"". @anna_news",0,,,,,
"Приключения той самой украинской ""Стрелы-10"" не ограничились наездом на гражданский автомобиль. После этого по ней открыл огонь также украинский бронеавтомобиль «Варта», передвигаясь при этом задним ходом, однако, несмотря на попадания из 12.7 мм пулемета, ""Стрела-10"" смогла прорваться и поехала дальше по своим делам, а броневик припарковался у поворота.",1,,,,,
Какое же счастье быть русским в эти дни!,1,,,,,
? Наши в станице Луганской Подписывайся @sev_polit_takt чтобы ничего не пропустить,1,,,,,
"⚡️ ⚡️ ⚡️ Американская социальная сеть Instagram подвергла блокировке аккаунт Ya_pomoshnik_kra_95 , принадлежащий руководителю Чеченской республики Рамзану Кадырову. @CONQUEROR95",1,,,,,
⚡️ Вечерний брифинг Минобороны России по ситуации вокруг спецоперации на Донбассе на вечер 26 февраля,1,,,,,
"⚡️ Армия ДНР отбила село Пищевик в Волновахском районе, оттуда до Мариуполя чуть больше 20 км",1,,,,,
"А ещё Яценюка, Тягнибока, Парубия, Фарион, Порошенко, Гончаренко, Яроша, Семенченко, Билецкого…. Наверняка кого-то забыл, но те кому надо, знают их всех до единого. Ждём. https://t.me/bbbreaking/116456",1,,,,,
"Все варианты новых санкций, включая отключение России от SWIFT, остаются на столе, заявил Боррель.",1,,,,,
"Помним, что вы бляди , такую же херню говорили и про Чеченские компании. Зазеркалье - нежное, безумное, наше.",1,,,,,
"#ПрямоСейчас глава европейской дипломатии Жозеп Боррель проводит пресс-конференцию в Брюсселе. 
 
 Видео: ТАСС/Ruptly
 
 Подписывайтесь на ТАСС: http://www.youtube.com/c/TASSagency/?sub_confirmation=1
 
 Наш сайт: https://tass.ru/
 Мы ВКонтакте: https://vk.com/tassagency
 Мы в Facebook: https://www.facebook.com/tassagency/
 Мы в Instagram: https://www.instagram.com/tass_agency/
 Мы в Одноклассниках: https://ok.ru/tassagency
 Мы в Twitter: https://twitter.com/tass_agency
 Мы в Telegram: https://t.me/tass_agency
 Мы в Viber: https://vb.me/tass_agency
 
 #Боррель #Брюссель #ПрессКонференцияБорреля #МировыеНовости #ВМире #НовостиМира #Европа",1,,,,,
"⚡️ ?? ?? Сами укры пишут, что Российские войска взяли территорию Бердянского аэропора в Запорожской области @CONQUEROR95",1,,,,,
Латвия обсуждает с ЕС закрытие своего воздушного пространства для российских авиакомпаний,1,,,,,
"сми, гос пропаганда, крупные издания, лидеры: мужчины, спонсируются мужчинами, действуют в интересах мужчин. виноваты ЖЕНЩИНЫ ??",1,,,,,
"⚡️ Полиция в Москве усилит проверки машин с Украины В столичном регионе введен план «Анаконда», рассказали источники РБК.",1,,,,,
⚡ ⚡ ⚡ ВСУ Харькова несёт огромные потери! Сотни убитых и раненых!,1,,,,,
"Мэр Харькова подтвердил, что российские войска зашли в Харьков, в том числе в центральную часть города.",1,,,,,
"❗️ Вступать в войну с Россией — не наш интерес. Поэтому, мы не отправим войска США на Украину - представитель Белого дома Джен Псаки",1,,,,,
"Столица Украины пустеет в связи с военной операцией России на территории страны — киевляне выезжают за пределы города. Наш корреспондент проехал по пустым улицам: кто не покинул город, тот старается без надобности не садиться за руль, поскольку бензин в дефиците. Подробнее — в репортаже.",1,,,,,
"Грузовое судно, предположительно принадлежащее российской компании, было задержано в проливе Ла-Манш и направлено в порт Булони-сюр-Мер на севере Франции, сообщило агентство AFP. Посольство РФ направит ноту в МИД Франции в связи с задержанием российского судна в Ла-Манше.",1,,,,,
Обнаружился еще один фейковый пленный,1,,,,,
"⚡️ Командование Воздушных Сил ВСУ сообщает, что сейчас (по состоянию на 4:40) продолжаются тяжелые бои в городе Васильков Киевской области, где оккупанты пытаются высадить десант из воздуха. По информации российский тг, десант уже высадился.",1,,,,,
"Говорят, что мост между Одесской и Николаевской областями в районе Коблево больше не очень мост.",1,,,,,
"Мэр Киева Кличко: «Ситуация для города угрожающая, следующая ночь будет очень сложной, на основных въездах в столицу и возле стратегических объектов внутри неё оборудуют блоки»",1,,,,,
"За истекшие сутки Представительство ДНР в СЦКК сообщало о 36 фактах ведения огня со стороны ВФУ.  По территории ДНР применялось следующее вооружение: ▪️ Горловское направление: РСЗО - 1 раз (5 ракет), артиллерия 152 мм - 3 раза (19 снарядов), артиллерия 122 мм - 3 раза (21 снаряд), миномет 120 мм - 5 раз (34 мины), миномет 82 мм - 3 раза (24 мины), РПГ – 1 раз (6 гранат), крупнокалиберные пулеметы - 1 раз, стрелковое вооружение - 1 раз. ▪️ Донецкое направление: ТРК - 1 раз (1 ракета), артиллерия 152 мм - 2 раза (31 снаряд), артиллерия 122 мм - 1 раза (6 снарядов), миномет 120 мм - 2 раза (12 мин), миномет 82 мм - 6 раз (81 мина), СПГ – 1 раз (9 гранат), АГС – 2 раза (44 гранаты), стрелковое вооружение – 1 раз. ▪️ Мариупольское направление: артиллерия 122 мм - 2 раза (7 снарядов), миномет 120 мм - 1 раз (3 мины), СПГ – 1 раз (4 гранаты), АГС – 1 раз (5 гранат). За прошедшие сутки погиб 1 и ранено 4 мирных жителя, в т.ч. ребенок 2006 г.р. Повреждено 36 домостроений на Горловском, Донецком и Мариупольском направлениях. Целенаправленным атакам ВФУ подверглись 8 объектов гражданской инфраструктуры и 7 транспортных средств. Обстрелы ВФУ совершены в направлении населенных пунктов: Горловка (пос. шахты 6/7, пос. ш-ты им. Изотова, пос. ш-ты им. Гагарина), Гольмовский, Зайцево (южное), Железная Балка, Пантелеймоновка, Верхнеторецкое (южное), Васильевка, Веселое, Александровка, Донецк (пос. шахты ""Трудовская), Луганское, Сигнальное, Октябрь, Саханка, Ленинское. Общее количество примененных ВФУ боеприпасов – 312 единиц.",1,,,,,
"Шахтеры не пострадали при обрушении горной породы в шахте ""Обуховская"" в Ростовской области, рассказали власти. Работы по спасению горняков в шахте ""Обуховская"" в Ростовской области продолжаются. С рабочими поддерживается связь, угрозы их жизни нет, сообщили в МЧС.",1,,,,,
?? Собирают противотанковые Ежи и коктейли Молотова.,1,,,,,
"Этот же Су-25 ""при жизни"".",1,,,,,
⚡️ В Киеве на Воздухофлотском проспекте слышна стрельба — очевидцы.,1,,,,,
⚡️ Россия обеспечит демилитаризацию Украины — Лавров,1,,,,,
"Никто из нардепов и соросят не пошёл на фронт, чтобы своим примером призывать украинцев! Так работает система во всем мире, нельзя сидеть в бомбоубежище и писать о патриотизме. https://t.me/ZeRada1/7430",1,,,,,
"? ?‍♀️ Телекомпания «Ребятам о зверятах» представляет художественный фильм «Семь смертей веселого пиндоса». Этот улыбчивый молодой человек зарабатывает на жизнь тем, что помирает за США в горячих точках на страницах CNN. Хорошая, непыльная и дорогооплачиваемая работа.",1,,,,,
